"","Primary Type","Location Description","Arrest","Domestic","District","Hour","DayofWeek"
"3044","Battery","Business/Retail/Resturant","Yes","Yes","4","21","Monday"
"3045","Disturbing the Peace","Government Building/Land","Yes","No","18","18","Monday"
"3046","Battery","Business/Retail/Resturant","No","No","11","6","Friday"
"3047","Drugs/Alcohol","Street","Yes","No","25","11","Sunday"
"3048","Theft","Residential","No","No","7","19","Friday"
"3049","Theft","Residential","No","No","4","8","Thursday"
"3050","Damage","Street","No","No","25","17","Saturday"
"3051","Damage","Business/Retail/Resturant","No","No","19","12","Tuesday"
"3052","Damage","Residential","No","Yes","6","8","Thursday"
"3053","Damage","Residential","No","No","9","15","Thursday"
"3054","Other","Residential","No","Yes","2","18","Saturday"
"3055","Theft","Residential","No","No","3","9","Tuesday"
"3056","Theft","Other","No","No","7","10","Wednesday"
"3057","Fraud","Residential","No","No","24","12","Tuesday"
"3058","Battery","Street","Yes","No","2","14","Saturday"
"3059","Battery","Residential","Yes","Yes","6","2","Sunday"
"3060","Fraud","Business/Retail/Resturant","No","No","1","16","Sunday"
"3061","Other","Residential","Yes","No","3","17","Sunday"
"3062","Theft","Business/Retail/Resturant","Yes","No","1","6","Saturday"
"3063","Battery","Residential","No","No","25","22","Friday"
"3064","Sexual","Street","Yes","No","11","20","Wednesday"
"3065","Weapons","Vehicle/Boat","No","No","6","18","Monday"
"3066","Burglary","Residential","No","No","3","13","Monday"
"3067","Drugs/Alcohol","School/College","Yes","No","10","14","Tuesday"
"3068","Drugs/Alcohol","Street","Yes","No","6","11","Sunday"
"3069","Theft","Street","No","No","19","15","Monday"
"3070","Disturbing the Peace","Street","Yes","No","6","23","Monday"
"3071","Other","Residential","No","Yes","8","1","Monday"
"3072","Disturbing the Peace","Street","Yes","No","25","14","Saturday"
"3073","Other","Street","Yes","No","5","0","Monday"
"3074","Theft","Street","No","No","11","12","Thursday"
"3075","Other","Street","No","No","11","19","Wednesday"
"3076","Theft","Street","No","No","22","11","Saturday"
"3077","Other","Residential","Yes","Yes","25","15","Tuesday"
"3078","Disturbing the Peace","Street","Yes","No","4","4","Thursday"
"3079","Battery","Business/Retail/Resturant","No","No","1","19","Monday"
"3080","Weapons","Street","No","No","25","22","Sunday"
"3081","Auto Theft","Street","No","No","14","10","Wednesday"
"3082","Theft","Business/Retail/Resturant","No","No","1","2","Saturday"
"3083","Weapons","Street","Yes","No","10","21","Saturday"
"3084","Other","Residential","No","Yes","6","8","Saturday"
"3085","Damage","Residential","No","No","10","19","Thursday"
"3086","Battery","Medical/Hospital","No","No","18","18","Wednesday"
"3087","Theft","Business/Retail/Resturant","No","No","14","13","Sunday"
"3088","Weapons","Street","Yes","No","10","18","Sunday"
"3089","Battery","School/College","No","No","12","14","Friday"
"3090","Assault","Residential","No","No","18","18","Wednesday"
"3091","Robbery","Street","No","No","11","19","Saturday"
"3092","Assault","Residential","No","Yes","8","20","Thursday"
"3093","Fraud","Residential","No","No","22","12","Thursday"
"3094","Burglary","Residential","No","No","2","14","Wednesday"
"3095","Theft","Business/Retail/Resturant","No","No","18","10","Thursday"
"3096","Robbery","Street","No","No","8","13","Saturday"
"3097","Drugs/Alcohol","Residential","Yes","No","5","19","Wednesday"
"3098","Burglary","Residential","No","No","9","8","Monday"
"3099","Damage","Other","No","No","6","22","Friday"
"3100","Fraud","Residential","No","No","25","0","Monday"
"3101","Battery","Street","No","No","11","12","Friday"
"3102","Fraud","Residential","No","No","10","13","Sunday"
"3103","Robbery","Street","No","No","2","14","Thursday"
"3104","Theft","Residential","No","No","19","8","Friday"
"3105","Battery","Street","No","No","11","4","Sunday"
"3106","Damage","Residential","No","Yes","8","12","Sunday"
"3107","Assault","Residential","No","No","16","10","Tuesday"
"3108","Other","Residential","No","Yes","3","9","Monday"
"3109","Battery","Street","No","No","24","1","Monday"
"3110","Damage","Residential","Yes","Yes","7","23","Thursday"
"3111","Burglary","Residential","No","No","3","13","Sunday"
"3112","Fraud","Business/Retail/Resturant","No","No","18","23","Friday"
"3113","Theft","Residential","No","No","12","9","Friday"
"3114","Damage","Street","No","No","14","14","Thursday"
"3115","Weapons","Street","Yes","No","16","23","Wednesday"
"3116","Burglary","Residential","No","No","15","12","Saturday"
"3117","Theft","Street","No","No","4","13","Friday"
"3118","Fraud","Residential","No","No","2","15","Sunday"
"3119","Theft","Public Transportation","No","No","8","12","Tuesday"
"3120","Battery","Street","Yes","Yes","11","19","Monday"
"3121","Theft","Street","No","No","1","23","Sunday"
"3122","Auto Theft","Street","No","No","15","7","Monday"
"3123","Damage","Other","No","No","4","21","Sunday"
"3124","Theft","Residential","No","No","16","21","Sunday"
"3125","Fraud","Street","No","No","12","15","Saturday"
"3126","Theft","School/College","No","No","4","13","Wednesday"
"3127","Auto Theft","Street","No","No","25","8","Friday"
"3128","Burglary","Residential","No","No","7","21","Friday"
"3129","Other","Residential","No","No","11","8","Monday"
"3130","Other","Residential","No","Yes","3","7","Saturday"
"3131","Theft","Residential","No","Yes","12","18","Tuesday"
"3132","Drugs/Alcohol","Vehicle/Boat","Yes","No","7","19","Friday"
"3133","Theft","Business/Retail/Resturant","No","No","14","14","Sunday"
"3134","Assault","Street","No","No","20","10","Thursday"
"3135","Auto Theft","Street","No","No","5","17","Thursday"
"3136","Assault","Street","No","No","1","15","Tuesday"
"3137","Battery","School/College","No","No","10","16","Thursday"
"3138","Homicide","Street","No","No","11","12","Friday"
"3139","Theft","Business/Retail/Resturant","No","No","18","18","Friday"
"3140","Theft","Other","No","No","16","10","Friday"
"3141","Damage","Residential","No","No","4","18","Wednesday"
"3142","Battery","Street","No","Yes","8","22","Tuesday"
"3143","Fraud","Business/Retail/Resturant","No","No","5","12","Friday"
"3144","Burglary","Residential","No","No","4","9","Wednesday"
"3145","Other","Street","Yes","No","4","8","Sunday"
"3146","Theft","Residential","No","No","12","19","Saturday"
"3147","Sexual","Street","Yes","No","8","22","Thursday"
"3148","Sexual","Street","Yes","No","11","20","Tuesday"
"3149","Other","Street","No","No","11","14","Sunday"
"3150","Assault","Residential","No","Yes","6","5","Sunday"
"3151","Robbery","Street","No","No","12","19","Friday"
"3152","Theft","Street","No","No","9","11","Friday"
"3153","Auto Theft","Street","No","No","7","19","Monday"
"3154","Other","Residential","No","Yes","24","22","Friday"
"3155","Theft","Street","No","No","6","22","Saturday"
"3156","Fraud","Residential","No","No","19","16","Saturday"
"3157","Assault","Residential","No","No","24","20","Monday"
"3158","Battery","Residential","No","Yes","6","20","Thursday"
"3159","Theft","Street","No","No","12","5","Friday"
"3160","Battery","Residential","No","No","25","19","Sunday"
"3161","Theft","Street","No","No","18","10","Friday"
"3162","Sexual","Street","Yes","No","8","9","Sunday"
"3163","Assault","Residential","No","Yes","10","23","Thursday"
"3164","Battery","Other","No","No","19","14","Wednesday"
"3165","Other","Residential","No","Yes","12","8","Wednesday"
"3166","Disturbing the Peace","Residential","No","No","2","2","Wednesday"
"3167","Assault","Street","No","No","15","18","Friday"
"3168","Damage","Residential","No","No","25","15","Tuesday"
"3169","Battery","Residential","No","No","24","3","Tuesday"
"3170","Battery","Residential","No","Yes","5","11","Monday"
"3171","Other","Street","Yes","No","25","12","Thursday"
"3172","Battery","Street","No","No","18","23","Thursday"
"3173","Battery","Residential","Yes","No","1","4","Saturday"
"3174","Weapons","Street","Yes","No","11","19","Sunday"
"3175","Other","Other","No","Yes","6","0","Friday"
"3176","Burglary","Residential","No","No","19","19","Friday"
"3177","Other","Street","No","No","15","14","Sunday"
"3178","Robbery","Business/Retail/Resturant","No","No","25","8","Saturday"
"3179","Damage","Residential","No","No","14","10","Monday"
"3180","Theft","Residential","No","Yes","3","2","Thursday"
"3181","Assault","Residential","Yes","Yes","8","17","Monday"
"3182","Damage","Residential","No","No","2","15","Saturday"
"3183","Theft","Residential","No","Yes","20","12","Thursday"
"3184","Battery","Vehicle/Boat","Yes","Yes","25","15","Friday"
"3185","Other","Residential","No","Yes","19","10","Monday"
"3186","Theft","Street","No","No","16","15","Friday"
"3187","Theft","Street","No","No","5","9","Friday"
"3188","Damage","Residential","No","Yes","6","9","Friday"
"3189","Fraud","Residential","No","No","20","1","Monday"
"3190","Drugs/Alcohol","Government Building/Land","Yes","No","1","21","Monday"
"3191","Assault","Street","No","No","6","9","Monday"
"3192","Assault","Business/Retail/Resturant","Yes","Yes","2","21","Friday"
"3193","Battery","Residential","Yes","Yes","20","10","Tuesday"
"3194","Theft","Business/Retail/Resturant","No","No","15","16","Saturday"
"3195","Auto Theft","Street","No","No","10","16","Wednesday"
"3196","Other","Government Building/Land","No","No","6","16","Tuesday"
"3197","Other","Residential","No","Yes","24","15","Sunday"
"3198","Battery","Residential","Yes","Yes","2","20","Monday"
"3199","Theft","Street","No","No","8","11","Friday"
"3200","Fraud","Residential","No","No","19","11","Wednesday"
"3201","Drugs/Alcohol","Street","Yes","No","5","18","Sunday"
"3202","Sexual","Street","Yes","No","8","6","Thursday"
"3203","Fraud","Business/Retail/Resturant","No","No","9","16","Saturday"
"3204","Battery","Business/Retail/Resturant","No","No","10","17","Wednesday"
"3205","Battery","Street","Yes","No","20","22","Thursday"
"3206","Weapons","Street","Yes","No","7","2","Monday"
"3207","Burglary","Residential","No","No","11","17","Saturday"
"3208","Sexual","Airport","No","No","16","23","Tuesday"
"3209","Assault","Government Building/Land","No","No","4","17","Monday"
"3210","Theft","Street","No","No","19","15","Wednesday"
"3211","Auto Theft","Street","No","No","10","20","Thursday"
"3212","Burglary","Residential","No","No","8","20","Sunday"
"3213","Battery","Street","Yes","No","17","10","Sunday"
"3214","Theft","Residential","No","No","2","11","Sunday"
"3215","Damage","Residential","No","No","4","12","Friday"
"3216","Damage","Vehicle/Boat","No","No","4","2","Sunday"
"3217","Battery","Residential","No","Yes","10","9","Wednesday"
"3218","Damage","Street","No","No","10","10","Thursday"
"3219","Robbery","Street","No","No","17","17","Tuesday"
"3220","Theft","Vehicle/Boat","No","No","2","16","Tuesday"
"3221","Other","Residential","No","Yes","9","23","Tuesday"
"3222","Other","Street","Yes","No","15","15","Wednesday"
"3223","Assault","Business/Retail/Resturant","Yes","No","18","13","Sunday"
"3224","Fraud","Residential","No","No","18","10","Monday"
"3225","Fraud","Business/Retail/Resturant","No","No","10","16","Saturday"
"3226","Theft","Street","No","No","2","19","Monday"
"3227","Theft","Street","No","No","18","14","Monday"
"3228","Battery","Other","No","No","15","18","Friday"
"3229","Auto Theft","Street","No","No","20","21","Monday"
"3230","Assault","Residential","No","No","17","16","Monday"
"3231","Burglary","Residential","No","No","8","8","Monday"
"3232","Burglary","Residential","No","No","4","7","Wednesday"
"3233","Assault","Residential","No","Yes","18","20","Sunday"
"3234","Drugs/Alcohol","Street","Yes","No","11","21","Saturday"
"3235","Theft","Business/Retail/Resturant","No","No","16","12","Thursday"
"3236","Assault","Residential","No","Yes","2","16","Friday"
"3237","Sexual","Business/Retail/Resturant","No","No","2","9","Sunday"
"3238","Battery","Vehicle/Boat","Yes","Yes","7","17","Thursday"
"3239","Theft","Business/Retail/Resturant","Yes","No","1","7","Monday"
"3240","Theft","Business/Retail/Resturant","No","No","9","16","Friday"
"3241","Battery","Vehicle/Boat","No","Yes","19","23","Saturday"
"3242","Disturbing the Peace","Street","Yes","No","7","23","Friday"
"3243","Other","School/College","No","No","1","8","Tuesday"
"3244","Fraud","Business/Retail/Resturant","No","No","1","17","Wednesday"
"3245","Theft","Business/Retail/Resturant","No","No","12","3","Monday"
"3246","Damage","Street","No","No","9","1","Friday"
"3247","Auto Theft","Street","No","No","17","10","Wednesday"
"3248","Robbery","Residential","No","No","2","20","Wednesday"
"3249","Battery","Residential","No","Yes","25","22","Wednesday"
"3250","Theft","School/College","No","No","10","14","Tuesday"
"3251","Theft","Street","No","No","17","21","Wednesday"
"3252","Battery","Residential","No","Yes","10","0","Saturday"
"3253","Battery","Residential","Yes","Yes","3","23","Sunday"
"3254","Battery","Street","No","No","15","16","Sunday"
"3255","Weapons","Street","No","No","25","20","Thursday"
"3256","Theft","Residential","No","No","19","15","Tuesday"
"3257","Burglary","Residential","No","No","7","8","Thursday"
"3258","Damage","Residential","No","No","14","15","Tuesday"
"3259","Theft","Street","No","No","16","12","Saturday"
"3260","Theft","Business/Retail/Resturant","Yes","No","18","18","Friday"
"3261","Theft","Residential","No","No","14","12","Saturday"
"3262","Battery","Street","No","No","6","15","Tuesday"
"3263","Sexual","Business/Retail/Resturant","Yes","No","24","12","Friday"
"3264","Battery","Residential","No","Yes","25","22","Sunday"
"3265","Theft","Other","No","No","7","3","Thursday"
"3266","Theft","Business/Retail/Resturant","Yes","No","14","4","Sunday"
"3267","Theft","Business/Retail/Resturant","Yes","No","24","17","Saturday"
"3268","Assault","Residential","No","No","11","23","Thursday"
"3269","Theft","Other","No","No","11","22","Saturday"
"3270","Battery","Residential","Yes","Yes","4","18","Friday"
"3271","Auto Theft","Street","No","No","12","6","Thursday"
"3272","Fraud","Business/Retail/Resturant","No","No","12","3","Sunday"
"3273","Weapons","Street","No","No","6","17","Monday"
"3274","Battery","Street","Yes","No","9","16","Sunday"
"3275","Assault","Street","No","Yes","8","10","Wednesday"
"3276","Other","Residential","No","Yes","17","8","Wednesday"
"3277","Damage","Street","No","No","11","20","Monday"
"3278","Auto Theft","Street","No","No","12","15","Sunday"
"3279","Damage","Street","No","No","12","8","Wednesday"
"3280","Drugs/Alcohol","Residential","Yes","No","10","7","Sunday"
